C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_09_463.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_09_463.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_09_463.jpg, 0, 0, 0, 7.915834E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_09_620.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_09_620.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_09_620.jpg, 0, 0, 0, 7.874755E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_09_749.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_09_749.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_09_749.jpg, 0, 0, 0, 7.7911E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_09_876.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_09_876.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_09_876.jpg, 0, 0, 0, 7.843361E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_09_988.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_09_988.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_09_988.jpg, 0, 0, 0, 7.838805E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_114.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_114.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_114.jpg, 0, 0, 0, 7.875477E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_226.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_226.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_226.jpg, 0, 0, 0, 7.829876E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_339.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_339.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_339.jpg, 0, 0, 0, 7.794343E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_443.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_443.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_443.jpg, 0, 0, 0, 7.774094E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_545.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_545.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_545.jpg, 0, 0, 0, 7.863018E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_669.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_669.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_669.jpg, 0, 0, 0, 7.815847E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_798.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_798.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_798.jpg, 0, 0, 0, 7.810059E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_10_921.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_10_921.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_10_921.jpg, 0, 0, 0, 7.798745E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_049.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_049.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_049.jpg, 0, 0, 0, 7.822398E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_174.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_174.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_174.jpg, 0, 0, 0, 8.355124E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_300.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_300.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_300.jpg, 0, 0, 0, 7.794776E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_421.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_421.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_421.jpg, 0, 0, 0, 7.804434E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_550.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_550.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_550.jpg, 0, 0, 0, 7.870924E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_656.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_656.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_656.jpg, -1, 0, 0, 0.0001066972
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_780.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_780.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_780.jpg, -0.4387318, 0, 0, 9.457966E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_11_899.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_11_899.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_11_899.jpg, 0, 0, 0, 7.789271E-05
C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\center_2017_07_09_22_05_12_007.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\left_2017_07_09_22_05_12_007.jpg, C:\Users\Yes\Downloads\simulator-windows-32\dataX\IMG\right_2017_07_09_22_05_12_007.jpg, 0.2252561, 1, 0, 1.137231
