C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_138.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_138.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_138.jpg,0,0,0,13.87144
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_243.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_243.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_243.jpg,0,0,0,14.22457
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_354.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_354.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_354.jpg,0,0,0,14.04784
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_459.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_459.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_459.jpg,0,0,0,13.38092
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_576.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_576.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_576.jpg,0,0,0,13.12554
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_668.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_668.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_668.jpg,0,0,0,13.54996
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_775.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_775.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_775.jpg,-0.25,0,0,12.84024
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_847.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_847.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_847.jpg,-0.45,0,0,12.68475
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_14_930.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_14_930.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_14_930.jpg,-0.2874168,0.1561949,0,12.72273
C:\Users\Yassine\Desktop\data\IMG\center_2017_06_22_14_27_15_036.jpg,C:\Users\Yassine\Desktop\data\IMG\left_2017_06_22_14_27_15_036.jpg,C:\Users\Yassine\Desktop\data\IMG\right_2017_06_22_14_27_15_036.jpg,0,0,0,13.1104
